                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.00325,                0.38813,                 0.0001,                0.40932,                 1.2181,                      1,                      1,                  0.995,                0.93089,                      1,                      1,                  0.995,                 0.9543,                0.00299,                0.31062,                  1e-05,                0.37702,                  1.363,              0.0010397,              0.0010397,              0.0010397
                    100,                0.00343,                0.36922,                0.00012,                 0.4248,                 1.1902,                      1,                      1,                  0.995,                0.93066,                      1,                      1,                  0.995,                 0.9616,                0.00301,                0.29928,                  1e-05,                0.36662,                 1.4074,              0.0010298,              0.0010298,              0.0010298
                    101,                0.00312,                0.42183,                0.00022,                0.37805,                 1.1387,                      1,                      1,                  0.995,                0.94648,                      1,                      1,                  0.995,                0.97615,                0.00302,                0.23661,                  1e-05,                0.34846,                 1.4107,              0.0010199,              0.0010199,              0.0010199
                    102,                0.00336,                 0.4127,                0.00016,                0.39473,                 1.1831,                      1,                      1,                  0.995,                0.94673,                      1,                      1,                  0.995,                  0.922,                0.00294,                0.37284,                  1e-05,                0.34929,                 1.3613,                0.00101,                0.00101,                0.00101
                    103,                0.00305,                0.51091,                0.00014,                0.37214,                 1.1916,                      1,                      1,                  0.995,                0.93471,                      1,                      1,                  0.995,                0.90581,                0.00301,                0.45602,                  1e-05,                0.36241,                 1.3727,              0.0010001,              0.0010001,              0.0010001
                    104,                0.00314,                0.37896,                0.00024,                0.40011,                 1.1691,                      1,                      1,                  0.995,                0.92479,                      1,                      1,                  0.995,                0.95171,                0.00297,                0.32091,                  1e-05,                0.35354,                 1.3722,              0.0009902,              0.0009902,              0.0009902
                    105,                 0.0029,                0.44434,                 0.0003,                0.35888,                 1.1488,                      1,                      1,                  0.995,                0.92524,                      1,                      1,                  0.995,                0.96468,                0.00293,                 0.3102,                  1e-05,                0.34175,                 1.3589,              0.0009803,              0.0009803,              0.0009803
                    106,                0.00295,                0.41047,                0.00018,                0.36329,                 1.1769,                0.99732,                      1,                  0.995,                0.93926,                0.99732,                      1,                  0.995,                0.96628,                0.00304,                 0.2717,                  1e-05,                0.35756,                 1.3717,              0.0009704,              0.0009704,              0.0009704
                    107,                0.00316,                0.33073,                0.00015,                0.38858,                 1.1442,                 0.9974,                      1,                  0.995,                0.93822,                 0.9974,                      1,                  0.995,                0.97854,                0.00284,                0.25584,                  1e-05,                0.33287,                 1.3275,              0.0009605,              0.0009605,              0.0009605
                    108,                0.00344,                 0.5894,                 0.0011,                0.41336,                 1.2002,                      1,                      1,                  0.995,                0.93452,                      1,                      1,                  0.995,                 0.9095,                0.00289,                0.37727,                  1e-05,                0.33719,                 1.3344,              0.0009506,              0.0009506,              0.0009506
                    109,                0.00364,                0.39347,                0.00019,                0.41592,                 1.1927,                      1,                      1,                  0.995,                0.94157,                      1,                      1,                  0.995,                 0.9651,                0.00289,                 0.2883,                  1e-05,                0.33518,                  1.328,              0.0009407,              0.0009407,              0.0009407
                    110,                0.00315,                0.35098,                0.00014,                0.36946,                  1.175,                0.99725,                      1,                  0.995,                0.94676,                0.99725,                      1,                  0.995,                0.98364,                0.00286,                0.25992,                  1e-05,                0.34041,                   1.31,              0.0009308,              0.0009308,              0.0009308
                    111,                0.00323,                0.31752,                0.00013,                 0.3999,                 1.1782,                0.99733,                      1,                  0.995,                0.91067,                0.99733,                      1,                  0.995,                0.96296,                0.00339,                0.30266,                  1e-05,                0.39308,                 1.4494,              0.0009209,              0.0009209,              0.0009209
                    112,                0.00362,                0.39043,                0.00015,                0.41002,                 1.2512,                0.99721,                      1,                  0.995,                0.90721,                0.99721,                      1,                  0.995,                0.93731,                0.00315,                0.38573,                  2e-05,                0.39183,                 1.4442,               0.000911,               0.000911,               0.000911
                    113,                0.00295,                0.33536,                0.00018,                0.39253,                 1.1956,                0.99725,                      1,                  0.995,                0.93338,                0.99725,                      1,                  0.995,                0.97116,                0.00305,                0.28356,                  1e-05,                0.35974,                 1.4189,              0.0009011,              0.0009011,              0.0009011
                    114,                0.00339,                0.32421,                0.00022,                0.38715,                 1.1142,                0.99727,                      1,                  0.995,                0.93237,                0.99727,                      1,                  0.995,                0.98137,                0.00299,                0.29082,                  1e-05,                0.34239,                 1.3876,              0.0008912,              0.0008912,              0.0008912
                    115,                0.00325,                 0.3505,                 0.0001,                 0.3912,                 1.1255,                0.99728,                      1,                  0.995,                0.92027,                0.99728,                      1,                  0.995,                0.95313,                0.00292,                0.37779,                  1e-05,                0.33212,                 1.3358,              0.0008813,              0.0008813,              0.0008813
                    116,                0.00312,                0.31845,                0.00014,                0.36932,                 1.1087,                0.99731,                      1,                  0.995,                0.92648,                0.99731,                      1,                  0.995,                 0.9845,                0.00288,                 0.2724,                  1e-05,                0.33445,                 1.3121,              0.0008714,              0.0008714,              0.0008714
                    117,                0.00292,                0.30679,                0.00016,                0.35733,                 1.1345,                0.99739,                      1,                  0.995,                0.90483,                0.99739,                      1,                  0.995,                0.98342,                0.00306,                0.26139,                  1e-05,                0.36141,                  1.376,              0.0008615,              0.0008615,              0.0008615
                    118,                0.00291,                0.32389,                0.00012,                0.35519,                 1.1497,                0.99741,                      1,                  0.995,                 0.8963,                0.99741,                      1,                  0.995,                0.98414,                0.00327,                0.26577,                  1e-05,                0.39294,                  1.402,              0.0008516,              0.0008516,              0.0008516
                    119,                0.00337,                0.31947,                0.00019,                0.38577,                  1.141,                0.99725,                      1,                  0.995,                0.91314,                0.99725,                      1,                  0.995,                0.98477,                0.00331,                0.26825,                  1e-05,                0.39739,                 1.4048,              0.0008417,              0.0008417,              0.0008417
                    120,                  0.003,                0.34503,                0.00015,                0.36245,                 1.1012,                0.99675,                      1,                  0.995,                0.92727,                0.99675,                      1,                  0.995,                0.91093,                0.00279,                0.40419,                      0,                0.34016,                 1.3211,              0.0008318,              0.0008318,              0.0008318
                    121,                0.00298,                 0.3157,                0.00013,                 0.3575,                  1.116,                0.99658,                      1,                  0.995,                0.91363,                0.99658,                      1,                  0.995,                0.95266,                0.00285,                0.31982,                      0,                0.32658,                   1.33,              0.0008219,              0.0008219,              0.0008219
                    122,                0.00317,                0.41985,                0.00143,                0.41764,                 1.1318,                0.99635,                      1,                  0.995,                0.91519,                0.99635,                      1,                  0.995,                0.98518,                0.00282,                 0.2478,                  1e-05,                0.32167,                 1.3096,               0.000812,               0.000812,               0.000812
                    123,                0.00289,                 0.3267,                0.00018,                0.35336,                  1.178,                0.99638,                      1,                  0.995,                0.91748,                0.99638,                      1,                  0.995,                0.97417,                0.00295,                0.29391,                  1e-05,                0.33575,                 1.3428,              0.0008021,              0.0008021,              0.0008021
                    124,                0.00288,                0.36138,                 0.0003,                0.35192,                  1.173,                0.99677,                      1,                  0.995,                0.92205,                0.99677,                      1,                  0.995,                0.96001,                0.00296,                0.29305,                  1e-05,                0.33925,                 1.3497,              0.0007922,              0.0007922,              0.0007922
                    125,                0.00318,                0.29092,                0.00012,                0.35681,                 1.1328,                0.99688,                      1,                  0.995,                0.92086,                0.99688,                      1,                  0.995,                0.94242,                0.00312,                0.33723,                      0,                0.33202,                 1.3838,              0.0007823,              0.0007823,              0.0007823
                    126,                 0.0031,                0.32285,                0.00011,                0.34382,                 1.1437,                0.99715,                      1,                  0.995,                0.91731,                0.99715,                      1,                  0.995,                0.90121,                 0.0033,                0.41017,                      0,                0.34201,                 1.4371,              0.0007724,              0.0007724,              0.0007724
                    127,                0.00303,                 0.3112,                  7e-05,                 0.3553,                 1.1403,                0.99726,                      1,                  0.995,                0.93104,                0.99726,                      1,                  0.995,                0.90815,                0.00281,                  0.398,                      0,                0.30949,                 1.3061,              0.0007625,              0.0007625,              0.0007625
                    128,                0.00285,                0.29556,                0.00011,                0.34347,                 1.1339,                0.99729,                      1,                  0.995,                0.92424,                0.99729,                      1,                  0.995,                0.96742,                 0.0028,                0.26629,                      0,                0.32711,                  1.334,              0.0007526,              0.0007526,              0.0007526
                    129,                0.00286,                0.24899,                0.00014,                0.34754,                 1.0746,                0.99731,                      1,                  0.995,                0.92724,                0.99731,                      1,                  0.995,                 0.9503,                0.00308,                 0.3163,                      0,                0.34331,                  1.387,              0.0007427,              0.0007427,              0.0007427
                    130,                0.00292,                0.29852,                0.00013,                0.35291,                 1.1414,                0.99737,                      1,                  0.995,                0.93026,                0.99737,                      1,                  0.995,                0.96076,                0.00291,                0.28456,                  1e-05,                0.33323,                 1.3502,              0.0007328,              0.0007328,              0.0007328
                    131,                0.00261,                0.27936,                0.00011,                0.33381,                  1.085,                 0.9973,                      1,                  0.995,                0.93874,                 0.9973,                      1,                  0.995,                0.96676,                 0.0028,                0.25703,                  1e-05,                0.32413,                 1.3109,              0.0007229,              0.0007229,              0.0007229
                    132,                0.00281,                0.28484,                0.00013,                0.35639,                 1.1485,                0.99727,                      1,                  0.995,                0.93826,                0.99727,                      1,                  0.995,                0.96612,                0.00282,                0.28755,                      0,                 0.3214,                 1.3211,               0.000713,               0.000713,               0.000713
                    133,                0.00283,                0.25852,                  8e-05,                0.34567,                 1.1367,                0.99733,                      1,                  0.995,                0.94626,                0.99733,                      1,                  0.995,                0.97393,                 0.0026,                0.26032,                      0,                 0.3039,                 1.2697,              0.0007031,              0.0007031,              0.0007031
                    134,                0.00307,                0.40151,                0.00141,                0.36799,                 1.1764,                0.99741,                      1,                  0.995,                0.93102,                0.99741,                      1,                  0.995,                0.97314,                0.00266,                0.24417,                  1e-05,                0.29413,                 1.3124,              0.0006932,              0.0006932,              0.0006932
                    135,                0.00278,                0.25374,                0.00013,                0.31728,                 1.1786,                0.99738,                      1,                  0.995,                0.93433,                0.99738,                      1,                  0.995,                0.97004,                 0.0028,                0.25424,                  1e-05,                0.29929,                 1.3535,              0.0006833,              0.0006833,              0.0006833
                    136,                 0.0032,                0.28075,                0.00012,                0.34219,                 1.1529,                0.99736,                      1,                  0.995,                0.92179,                0.99736,                      1,                  0.995,                0.96708,                0.00299,                0.27656,                  1e-05,                0.33099,                 1.3463,              0.0006734,              0.0006734,              0.0006734
                    137,                 0.0031,                0.25282,                0.00011,                0.35102,                 1.0523,                0.99729,                      1,                  0.995,                0.92793,                0.99729,                      1,                  0.995,                0.97272,                 0.0026,                0.24974,                  1e-05,                0.31119,                 1.2723,              0.0006635,              0.0006635,              0.0006635
                    138,                0.00286,                0.25299,                0.00011,                0.34029,                  1.098,                 0.9973,                      1,                  0.995,                0.93892,                 0.9973,                      1,                  0.995,                0.95591,                 0.0029,                0.32209,                  1e-05,                0.31898,                 1.3221,              0.0006536,              0.0006536,              0.0006536
                    139,                0.00313,                 0.2652,                 0.0001,                 0.3615,                 1.1783,                0.99729,                      1,                  0.995,                0.93158,                0.99729,                      1,                  0.995,                0.95749,                0.00299,                 0.3361,                  1e-05,                0.32387,                  1.333,              0.0006437,              0.0006437,              0.0006437
                    140,                0.00261,                0.30885,                  9e-05,                0.32581,                 1.0748,                0.99735,                      1,                  0.995,                0.91765,                0.99735,                      1,                  0.995,                0.95945,                0.00312,                0.28222,                      0,                0.33298,                 1.3779,              0.0006338,              0.0006338,              0.0006338
                    141,                0.00311,                0.28179,                 0.0001,                0.34762,                 1.1505,                0.99736,                      1,                  0.995,                0.93273,                0.99736,                      1,                  0.995,                0.97214,                0.00295,                0.23909,                      0,                0.32498,                  1.335,              0.0006239,              0.0006239,              0.0006239
                    142,                0.00291,                0.24542,                0.00014,                0.33547,                  1.105,                0.99733,                      1,                  0.995,                0.95611,                0.99733,                      1,                  0.995,                0.96795,                0.00257,                0.27092,                  1e-05,                 0.2987,                 1.2603,               0.000614,               0.000614,               0.000614
                    143,                 0.0027,                0.24924,                 0.0001,                0.32707,                 1.1378,                      1,                      1,                  0.995,                0.92233,                      1,                      1,                  0.995,                0.96347,                 0.0029,                0.28712,                  1e-05,                0.31231,                 1.3354,              0.0006041,              0.0006041,              0.0006041
                    144,                0.00305,                0.40756,                0.00059,                0.36307,                 1.1774,                      1,                      1,                  0.995,                0.93943,                      1,                      1,                  0.995,                0.96675,                0.00284,                0.28843,                      0,                0.30848,                 1.3124,              0.0005942,              0.0005942,              0.0005942
                    145,                0.00288,                0.30295,                0.00014,                0.32969,                 1.0855,                      1,                      1,                  0.995,                0.93464,                      1,                      1,                  0.995,                0.97315,                0.00276,                0.26257,                      0,                0.30021,                 1.2935,              0.0005843,              0.0005843,              0.0005843
                    146,                0.00287,                0.24349,                 0.0001,                0.32836,                 1.0999,                0.99733,                      1,                  0.995,                0.94113,                0.99733,                      1,                  0.995,                0.96861,                0.00264,                0.26104,                      0,                0.29956,                 1.2567,              0.0005744,              0.0005744,              0.0005744
                    147,                0.00286,                0.29409,                  8e-05,                0.33667,                  1.104,                0.99735,                      1,                  0.995,                 0.9522,                0.99735,                      1,                  0.995,                0.94656,                0.00252,                 0.3158,                      0,                0.29933,                 1.2525,              0.0005645,              0.0005645,              0.0005645
                    148,                0.00271,                 0.2771,                 0.0001,                0.33665,                 1.0682,                0.99736,                      1,                  0.995,                0.95574,                0.99736,                      1,                  0.995,                0.97168,                0.00247,                 0.2389,                  1e-05,                0.30163,                 1.2331,              0.0005546,              0.0005546,              0.0005546
                    149,                0.00254,                0.24415,                  9e-05,                0.32334,                   1.05,                0.99734,                      1,                  0.995,                0.94556,                0.99734,                      1,                  0.995,                0.97259,                0.00254,                0.23835,                  1e-05,                0.30559,                 1.2567,              0.0005447,              0.0005447,              0.0005447
                    150,                0.00251,                0.24125,                 0.0001,                0.31612,                 1.0817,                 0.9973,                      1,                  0.995,                0.95124,                 0.9973,                      1,                  0.995,                0.97259,                0.00267,                0.23757,                      0,                0.31519,                 1.2909,              0.0005348,              0.0005348,              0.0005348
                    151,                0.00266,                 0.2321,                 0.0001,                0.31607,                 1.0483,                0.99727,                      1,                  0.995,                0.94523,                0.99727,                      1,                  0.995,                0.98177,                0.00264,                0.22319,                      0,                0.31499,                 1.2755,              0.0005249,              0.0005249,              0.0005249
                    152,                0.00254,                0.26064,                0.00011,                0.32354,                 1.0345,                0.99734,                      1,                  0.995,                0.93676,                0.99734,                      1,                  0.995,                 0.9672,                0.00283,                0.25885,                      0,                0.31526,                 1.3131,               0.000515,               0.000515,               0.000515
                    153,                0.00255,                0.24972,                0.00015,                0.31117,                 1.0272,                0.99727,                      1,                  0.995,                0.94085,                0.99727,                      1,                  0.995,                0.96898,                0.00267,                0.23951,                      0,                0.30476,                 1.2768,              0.0005051,              0.0005051,              0.0005051
                    154,                0.00258,                0.23611,                  8e-05,                0.31695,                 1.0474,                0.99732,                      1,                  0.995,                0.93657,                0.99732,                      1,                  0.995,                0.97935,                0.00256,                 0.2205,                  1e-05,                0.31167,                 1.2574,              0.0004952,              0.0004952,              0.0004952
                    155,                0.00267,                0.22185,                0.00011,                 0.3191,                 1.0178,                 0.9974,                      1,                  0.995,                0.93525,                 0.9974,                      1,                  0.995,                0.97793,                0.00258,                0.22789,                      0,                0.30908,                 1.2552,              0.0004853,              0.0004853,              0.0004853
                    156,                0.00276,                0.22681,                  9e-05,                0.32478,                 1.1056,                0.99738,                      1,                  0.995,                0.95363,                0.99738,                      1,                  0.995,                0.97782,                0.00256,                0.27458,                      0,                0.28529,                 1.2455,              0.0004754,              0.0004754,              0.0004754
                    157,                0.00268,                0.22682,                0.00013,                0.31796,                 1.0594,                0.99738,                      1,                  0.995,                0.91546,                0.99738,                      1,                  0.995,                0.97659,                0.00287,                 0.2491,                      0,                0.31284,                 1.2892,              0.0004655,              0.0004655,              0.0004655
                    158,                 0.0028,                0.22745,                  9e-05,                 0.3143,                 1.0736,                0.99735,                      1,                  0.995,                0.94378,                0.99735,                      1,                  0.995,                0.97844,                0.00266,                0.25113,                      0,                0.29508,                 1.2413,              0.0004556,              0.0004556,              0.0004556
                    159,                0.00281,                0.22875,                 0.0001,                 0.3233,                 1.0169,                0.99739,                      1,                  0.995,                 0.9607,                0.99739,                      1,                  0.995,                0.97814,                 0.0024,                0.26246,                      0,                0.28548,                  1.213,              0.0004457,              0.0004457,              0.0004457
                    160,                0.00237,                0.21693,                  8e-05,                0.30374,                 1.0545,                0.99739,                      1,                  0.995,                 0.9417,                0.99739,                      1,                  0.995,                0.97465,                0.00252,                0.23943,                      0,                0.29491,                 1.2506,              0.0004358,              0.0004358,              0.0004358
                    161,                 0.0021,                0.23541,                  7e-05,                0.29531,                 1.0306,                0.99741,                      1,                  0.995,                 0.9547,                0.99741,                      1,                  0.995,                0.97684,                0.00245,                0.23113,                      0,                0.28475,                 1.2346,              0.0004259,              0.0004259,              0.0004259
                    162,                0.00263,                0.21902,                 0.0001,                0.30838,                 1.0511,                0.99743,                      1,                  0.995,                0.95592,                0.99743,                      1,                  0.995,                 0.9621,                0.00256,                0.25237,                      0,                0.29492,                 1.2479,               0.000416,               0.000416,               0.000416
                    163,                0.00239,                0.23897,                  7e-05,                0.28912,                 1.0439,                0.99736,                      1,                  0.995,                0.95435,                0.99736,                      1,                  0.995,                0.96387,                0.00245,                0.27226,                      0,                0.28327,                 1.2261,              0.0004061,              0.0004061,              0.0004061
                    164,                0.00242,                0.23432,                 0.0001,                0.29962,                0.97332,                0.99737,                      1,                  0.995,                0.96055,                0.99737,                      1,                  0.995,                0.97398,                0.00249,                0.25124,                      0,                0.28884,                 1.2286,              0.0003962,              0.0003962,              0.0003962
                    165,                0.00216,                0.20803,                  6e-05,                0.29505,                 1.0053,                 0.9974,                      1,                  0.995,                 0.9572,                 0.9974,                      1,                  0.995,                0.98364,                 0.0024,                0.22537,                      0,                0.29093,                 1.2091,              0.0003863,              0.0003863,              0.0003863
                    166,                0.00247,                0.22638,                  8e-05,                0.30096,                 1.0342,                0.99743,                      1,                  0.995,                0.95532,                0.99743,                      1,                  0.995,                0.98139,                 0.0024,                0.22479,                      0,                0.28479,                 1.2098,              0.0003764,              0.0003764,              0.0003764
                    167,                0.00246,                0.22087,                  8e-05,                0.31102,                0.98296,                 0.9974,                      1,                  0.995,                0.95656,                 0.9974,                      1,                  0.995,                0.98214,                0.00239,                0.22778,                      0,                 0.2846,                 1.2102,              0.0003665,              0.0003665,              0.0003665
                    168,                0.00272,                0.21555,                  8e-05,                0.32953,                 0.9472,                0.99738,                      1,                  0.995,                0.96624,                0.99738,                      1,                  0.995,                0.96951,                0.00235,                 0.2349,                      0,                0.28539,                 1.2124,              0.0003566,              0.0003566,              0.0003566
                    169,                0.00226,                0.21991,                  6e-05,                0.30944,                 1.0265,                 0.9974,                      1,                  0.995,                 0.9665,                 0.9974,                      1,                  0.995,                0.96849,                0.00241,                0.23715,                      0,                0.28235,                 1.2265,              0.0003467,              0.0003467,              0.0003467
                    170,                 0.0023,                0.21184,                  6e-05,                0.30139,                 1.0033,                0.99739,                      1,                  0.995,                0.95993,                0.99739,                      1,                  0.995,                0.98064,                0.00237,                0.22918,                      0,                0.28159,                 1.2156,              0.0003368,              0.0003368,              0.0003368
                    171,                 0.0024,                0.22114,                 0.0001,                0.30465,                 1.0108,                0.99737,                      1,                  0.995,                0.95964,                0.99737,                      1,                  0.995,                0.97581,                0.00237,                0.23217,                      0,                0.27904,                 1.2112,              0.0003269,              0.0003269,              0.0003269
                    172,                0.00262,                0.22543,                  7e-05,                0.30781,                0.96506,                0.99741,                      1,                  0.995,                0.95096,                0.99741,                      1,                  0.995,                0.97664,                0.00242,                0.22434,                      0,                0.28609,                 1.2143,               0.000317,               0.000317,               0.000317
                    173,                0.00234,                0.21529,                  7e-05,                0.30026,                 0.9987,                0.99739,                      1,                  0.995,                0.94546,                0.99739,                      1,                  0.995,                0.98289,                0.00248,                0.22286,                      0,                0.28514,                 1.2291,              0.0003071,              0.0003071,              0.0003071
                    174,                0.00276,                0.32852,                0.00089,                0.34933,                0.99733,                0.99741,                      1,                  0.995,                  0.958,                0.99741,                      1,                  0.995,                0.98289,                0.00252,                0.22825,                      0,                0.28574,                 1.2389,              0.0002972,              0.0002972,              0.0002972
                    175,                0.00254,                0.22619,                 0.0001,                0.30361,                 1.0071,                0.99738,                      1,                  0.995,                0.95098,                0.99738,                      1,                  0.995,                0.96915,                0.00248,                0.24206,                      0,                0.29267,                 1.2288,              0.0002873,              0.0002873,              0.0002873
                    176,                0.00256,                0.21581,                  6e-05,                0.29458,                  1.041,                0.99735,                      1,                  0.995,                0.93872,                0.99735,                      1,                  0.995,                0.98364,                0.00254,                0.22793,                      0,                0.28309,                 1.2629,              0.0002774,              0.0002774,              0.0002774
                    177,                0.00276,                0.22318,                  7e-05,                0.29846,                 1.0152,                0.99735,                      1,                  0.995,                0.95182,                0.99735,                      1,                  0.995,                0.98293,                0.00249,                0.21928,                      0,                0.28076,                 1.2427,              0.0002675,              0.0002675,              0.0002675
                    178,                0.00253,                0.21934,                  6e-05,                0.30941,                 1.0535,                0.99735,                      1,                  0.995,                0.93963,                0.99735,                      1,                  0.995,                0.98293,                0.00267,                0.22579,                      0,                0.28536,                 1.2682,              0.0002576,              0.0002576,              0.0002576
                    179,                0.00245,                0.23371,                  7e-05,                0.29714,                 1.0373,                0.99737,                      1,                  0.995,                  0.925,                0.99737,                      1,                  0.995,                0.97637,                0.00268,                  0.226,                      0,                0.28367,                 1.2767,              0.0002477,              0.0002477,              0.0002477
                    180,                0.00237,                0.23219,                  9e-05,                0.31107,                 1.0015,                0.99732,                      1,                  0.995,                0.94373,                0.99732,                      1,                  0.995,                0.97676,                0.00248,                 0.2301,                      0,                0.28449,                 1.2413,              0.0002378,              0.0002378,              0.0002378
                    181,                0.00237,                0.20351,                  6e-05,                0.29653,                0.99447,                0.99731,                      1,                  0.995,                0.95915,                0.99731,                      1,                  0.995,                0.97926,                0.00238,                 0.2287,                      0,                0.27661,                  1.216,              0.0002279,              0.0002279,              0.0002279
                    182,                0.00222,                0.20699,                  9e-05,                0.30591,                 1.0299,                0.99733,                      1,                  0.995,                0.96178,                0.99733,                      1,                  0.995,                0.96992,                0.00235,                0.23133,                      0,                0.28299,                 1.2084,               0.000218,               0.000218,               0.000218
                    183,                0.00238,                0.21692,                  7e-05,                0.29498,                0.96966,                0.99736,                      1,                  0.995,                0.95722,                0.99736,                      1,                  0.995,                0.97062,                 0.0023,                0.22879,                      0,                 0.2783,                 1.1973,              0.0002081,              0.0002081,              0.0002081
                    184,                 0.0024,                0.22675,                  7e-05,                0.29263,                  1.002,                0.99738,                      1,                  0.995,                0.95914,                0.99738,                      1,                  0.995,                0.97993,                0.00238,                0.22332,                      0,                0.28538,                 1.1946,              0.0001982,              0.0001982,              0.0001982
                    185,                0.00229,                0.22302,                 0.0001,                0.29848,                0.97704,                0.99732,                      1,                  0.995,                0.95836,                0.99732,                      1,                  0.995,                0.97959,                0.00238,                0.21931,                      0,                0.28236,                 1.1927,              0.0001883,              0.0001883,              0.0001883
                    186,                0.00249,                0.20514,                  7e-05,                0.30544,                0.98055,                0.99737,                      1,                  0.995,                0.95775,                0.99737,                      1,                  0.995,                0.97788,                0.00233,                0.21976,                      0,                0.28941,                 1.1876,              0.0001784,              0.0001784,              0.0001784
                    187,                0.00228,                0.21239,                0.00011,                0.28996,                0.98997,                0.99736,                      1,                  0.995,                0.95775,                0.99736,                      1,                  0.995,                0.97855,                0.00234,                0.22554,                      0,                0.27691,                 1.1887,              0.0001685,              0.0001685,              0.0001685
                    188,                0.00202,                0.22224,                  9e-05,                0.28388,                 1.0222,                0.99737,                      1,                  0.995,                  0.959,                0.99737,                      1,                  0.995,                0.98293,                0.00234,                0.22543,                      0,                0.27435,                 1.1849,              0.0001586,              0.0001586,              0.0001586
                    189,                0.00209,                0.20146,                  8e-05,                 0.2749,                 1.0253,                0.99738,                      1,                  0.995,                0.95911,                0.99738,                      1,                  0.995,                0.98218,                0.00233,                 0.2189,                      0,                0.27047,                 1.1837,              0.0001487,              0.0001487,              0.0001487
                    190,                0.00251,                0.19915,                 0.0001,                  0.282,                0.98293,                0.99737,                      1,                  0.995,                0.95912,                0.99737,                      1,                  0.995,                0.98293,                0.00234,                 0.2188,                      0,                0.27122,                 1.1881,              0.0001388,              0.0001388,              0.0001388
                    191,                0.00221,                0.20893,                0.00011,                0.28112,                 1.0061,                 0.9974,                      1,                  0.995,                0.95708,                 0.9974,                      1,                  0.995,                0.98443,                0.00235,                0.22029,                      0,                0.27327,                 1.1896,              0.0001289,              0.0001289,              0.0001289
                    192,                0.00242,                0.22093,                  8e-05,                0.28627,                0.97198,                0.99736,                      1,                  0.995,                0.96831,                0.99736,                      1,                  0.995,                0.98518,                0.00235,                0.21311,                      0,                0.27286,                  1.187,               0.000119,               0.000119,               0.000119
                    193,                0.00227,                0.20187,                  8e-05,                0.28123,                0.97784,                0.99737,                      1,                  0.995,                0.94918,                0.99737,                      1,                  0.995,                0.98552,                0.00239,                0.20766,                      0,                0.27213,                 1.1933,              0.0001091,              0.0001091,              0.0001091
                    194,                0.00224,                0.20141,                  7e-05,                0.27299,                0.98671,                0.99737,                      1,                  0.995,                0.94696,                0.99737,                      1,                  0.995,                0.98552,                0.00238,                0.20705,                      0,                0.28192,                 1.1905,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.00222,                0.20022,                  7e-05,                 0.2862,                0.96825,                0.99735,                      1,                  0.995,                0.94696,                0.99735,                      1,                  0.995,                0.98552,                0.00237,                0.20794,                      0,                0.27897,                 1.1921,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.00204,                0.20362,                  9e-05,                0.27786,                0.97427,                 0.9974,                      1,                  0.995,                0.94283,                 0.9974,                      1,                  0.995,                0.98477,                0.00239,                0.21123,                      0,                 0.2755,                 1.2002,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.00233,                0.23788,                0.00092,                0.29681,                0.98062,                0.99735,                      1,                  0.995,                0.94363,                0.99735,                      1,                  0.995,                0.98514,                0.00236,                0.21178,                      0,                0.27606,                 1.1905,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.00217,                0.20723,                  9e-05,                0.28047,                0.94966,                0.99735,                      1,                  0.995,                0.95764,                0.99735,                      1,                  0.995,                0.98514,                0.00231,                0.21026,                      0,                0.27303,                 1.1801,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.00237,                0.20413,                  8e-05,                0.29232,                0.94272,                0.99737,                      1,                  0.995,                0.97033,                0.99737,                      1,                  0.995,                0.98114,                0.00228,                0.21036,                      0,                 0.2698,                  1.172,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.00226,                0.19598,                 0.0001,                0.28642,                0.99789,                0.99737,                      1,                  0.995,                 0.9756,                0.99737,                      1,                  0.995,                0.98183,                0.00222,                 0.2115,                      0,                0.26399,                 1.1615,               3.98e-05,               3.98e-05,               3.98e-05
